day,event_start,side,ask,canonical_win,pnl_hold,pnl_lead_bid45_delay0,pnl_lead_bid45_delay0p5,pnl_lead_bid45_delay1,pnl_lead_bid45_delay2,pnl_lead_bid45_delay3,pnl_lead_bid45_delay5,pnl_lead_bid40_delay0,pnl_lead_bid40_delay0p5,pnl_lead_bid40_delay1,pnl_lead_bid40_delay2,pnl_lead_bid40_delay3,pnl_lead_bid40_delay5,signal_secs_lead_bid45_delay0,signal_secs_lead_bid45_delay0p5,signal_secs_lead_bid45_delay1,signal_secs_lead_bid45_delay2,signal_secs_lead_bid45_delay3,signal_secs_lead_bid45_delay5,signal_secs_lead_bid40_delay0,signal_secs_lead_bid40_delay0p5,signal_secs_lead_bid40_delay1,signal_secs_lead_bid40_delay2,signal_secs_lead_bid40_delay3,signal_secs_lead_bid40_delay5,exit_secs_lead_bid45_delay0,exit_secs_lead_bid45_delay0p5,exit_secs_lead_bid45_delay1,exit_secs_lead_bid45_delay2,exit_secs_lead_bid45_delay3,exit_secs_lead_bid45_delay5,exit_secs_lead_bid40_delay0,exit_secs_lead_bid40_delay0p5,exit_secs_lead_bid40_delay1,exit_secs_lead_bid40_delay2,exit_secs_lead_bid40_delay3,exit_secs_lead_bid40_delay5
2026-06-07,2026-06-07T12:50:00.000Z,-1,0.840,0,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
2026-06-07,2026-06-07T13:05:00.000Z,-1,0.730,1,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T13:10:00.000Z,-1,0.850,0,-10.1050,-8.4453,-8.5571,-8.7802,-8.7802,-9.2244,-9.9955,-8.4453,-8.5571,-8.7802,-8.7802,-9.2244,-9.9955,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,8.0,7.0,5.5,3.5,9.0,8.5,8.0,7.0,5.5,3.5
2026-06-07,2026-06-07T13:30:00.000Z,-1,0.580,0,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,-10.2940,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T13:40:00.000Z,1,0.720,1,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T13:45:00.000Z,-1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T13:55:00.000Z,1,0.540,0,-10.3220,-2.6768,-3.0430,-5.7566,-6.8257,-6.8257,-7.7095,-5.7566,-6.8257,-6.8257,-6.8257,-7.7095,-8.2367,21.5,21.5,21.5,21.5,21.5,21.5,20.0,20.0,20.0,20.0,20.0,20.0,21.5,20.5,20.0,19.0,18.0,16.5,20.0,19.0,18.5,18.0,16.5,14.5
2026-06-07,2026-06-07T14:05:00.000Z,1,0.660,1,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T14:25:00.000Z,1,0.590,1,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T14:55:00.000Z,1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:10:00.000Z,1,0.720,1,3.6234,-5.4200,-4.8738,-2.2367,1.0494,1.1946,2.6574,-5.4200,-4.8738,-2.2367,1.0494,1.1946,2.6574,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.5,15.0,13.5,13.0,10.5,16.0,15.5,15.0,13.5,13.0,10.5
2026-06-07,2026-06-07T15:15:00.000Z,-1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:30:00.000Z,1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:35:00.000Z,1,0.730,1,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:40:00.000Z,1,0.870,1,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:50:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T15:55:00.000Z,-1,0.680,0,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,-10.2240,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T16:15:00.000Z,1,0.730,1,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T16:35:00.000Z,-1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T16:45:00.000Z,1,0.830,1,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T17:10:00.000Z,1,0.630,1,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T17:15:00.000Z,1,0.660,0,-10.2380,-5.3245,-5.1763,-5.1763,-5.1763,-2.6239,-0.3210,-5.3245,-5.1763,-5.1763,-5.1763,-2.6239,-0.3210,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,12.0,11.0,9.0,14.0,13.0,13.0,12.0,11.0,9.0
2026-06-07,2026-06-07T17:20:00.000Z,1,0.670,0,-10.2310,-5.2448,-5.2448,-5.3908,-5.3908,-5.3908,1.0765,-5.2448,-5.2448,-5.3908,-5.3908,-5.3908,1.0765,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,22.5,22.0,21.5,20.5,18.0,23.5,22.5,22.0,21.5,20.5,18.0
2026-06-07,2026-06-07T17:25:00.000Z,-1,0.820,1,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T17:35:00.000Z,1,0.900,0,-10.0700,-6.9000,-6.6837,-7.0079,-10.0700,-10.0700,-10.0700,-6.9000,-6.6837,-7.0079,-10.0700,-10.0700,-10.0700,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,3.0,,,,4.5,4.0,3.0,,,
2026-06-07,2026-06-07T17:40:00.000Z,1,0.680,1,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T17:55:00.000Z,-1,0.790,1,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:00:00.000Z,1,0.650,0,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,-10.2450,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:25:00.000Z,1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:30:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:35:00.000Z,-1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:40:00.000Z,1,0.650,1,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,5.0627,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T18:50:00.000Z,-1,0.800,1,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T19:25:00.000Z,-1,0.680,1,4.4084,-4.7336,-4.7336,-4.8783,-4.1528,-4.1528,-4.4436,-4.7336,-4.7336,-4.8783,-4.1528,-4.1528,-4.4436,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.5,23.0,22.0,21.0,19.0,24.0,23.5,23.0,22.0,21.0,19.0
2026-06-07,2026-06-07T19:55:00.000Z,-1,0.770,0,-10.1610,-5.0562,-5.4401,-5.4401,-5.1844,-4.4128,-4.2836,-5.4401,-5.4401,-5.4401,-5.0562,-4.2836,-5.0562,13.0,13.0,13.0,13.0,13.0,13.0,12.5,12.5,12.5,12.5,12.5,12.5,13.0,12.5,12.0,11.0,10.0,8.0,12.5,11.5,11.5,10.5,9.0,7.0
2026-06-07,2026-06-07T20:05:00.000Z,1,0.840,1,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T20:10:00.000Z,-1,0.600,0,-10.2800,-5.2005,-10.2800,-10.2800,-10.2800,-10.2800,-10.2800,-5.2005,-10.2800,-10.2800,-10.2800,-10.2800,-10.2800,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,2.5,,,,,
2026-06-07,2026-06-07T20:15:00.000Z,1,0.620,0,-10.2660,-3.7668,-5.0355,-5.9775,-5.9775,-7.6834,-7.6834,-4.2443,-5.0355,-5.9775,-5.9775,-7.6834,-7.6834,26.5,26.5,26.5,26.5,26.5,26.5,26.0,26.0,26.0,26.0,26.0,26.0,26.5,25.5,25.0,24.0,23.0,21.5,26.0,25.5,25.0,24.0,23.0,21.0
2026-06-07,2026-06-07T20:25:00.000Z,-1,0.730,1,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T20:45:00.000Z,1,0.840,1,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T20:55:00.000Z,1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T21:05:00.000Z,1,0.780,1,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T21:25:00.000Z,-1,0.710,1,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T21:45:00.000Z,1,0.770,1,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T22:05:00.000Z,1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T22:25:00.000Z,1,0.590,1,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T22:30:00.000Z,-1,0.810,0,-10.1330,-5.0362,-5.2803,-6.0086,-6.1294,-8.7428,-8.5087,-6.0086,-5.6452,-6.3704,-8.7428,-8.7428,-8.8596,17.0,17.0,17.0,17.0,17.0,17.0,15.5,15.5,15.5,15.5,15.5,15.5,17.0,16.0,15.5,14.5,13.5,11.5,15.5,15.0,14.0,13.5,12.5,10.0
2026-06-07,2026-06-07T22:45:00.000Z,1,0.850,1,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T23:00:00.000Z,-1,0.570,1,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T23:05:00.000Z,-1,0.630,1,5.5347,-4.0198,-3.7059,-2.4414,-2.4414,-0.6795,3.7592,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,24.0,23.5,22.5,22.0,20.5,19.0,,,,,,
2026-06-07,2026-06-07T23:30:00.000Z,-1,0.810,1,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T23:35:00.000Z,-1,0.790,1,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07T23:50:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T00:05:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T00:45:00.000Z,-1,0.790,0,-10.1470,-7.6358,-8.1201,-7.8783,-7.6358,-8.2408,-8.3612,-7.6358,-8.1201,-7.8783,-7.6358,-8.2408,-8.3612,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.5,10.0,8.5,7.5,5.5,11.0,10.5,10.0,8.5,7.5,5.5
2026-06-08,2026-06-08T00:55:00.000Z,-1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T01:15:00.000Z,1,0.720,1,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T01:35:00.000Z,-1,0.750,0,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,-10.1750,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T01:45:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T01:50:00.000Z,-1,0.820,1,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T02:25:00.000Z,-1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T02:40:00.000Z,-1,0.700,1,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T02:50:00.000Z,1,0.540,1,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:10:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:20:00.000Z,1,0.810,1,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:30:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:45:00.000Z,-1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:50:00.000Z,1,0.530,1,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T03:55:00.000Z,-1,0.830,0,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,-10.1190,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T04:10:00.000Z,1,0.690,1,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T04:15:00.000Z,-1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T04:20:00.000Z,-1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T04:55:00.000Z,-1,0.850,1,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T05:20:00.000Z,-1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T05:40:00.000Z,-1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T05:55:00.000Z,-1,0.740,0,-10.1820,-5.7997,-5.9317,-6.4579,-8.6603,-8.6603,-9.5513,-5.7997,-5.9317,-6.4579,-8.6603,-8.6603,-9.5513,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.5,17.0,16.0,15.0,13.0,18.0,17.5,17.0,16.0,15.0,13.0
2026-06-08,2026-06-08T06:05:00.000Z,1,0.890,1,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T06:10:00.000Z,-1,0.670,1,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T06:30:00.000Z,-1,0.620,1,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T06:50:00.000Z,1,0.810,1,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T06:55:00.000Z,-1,0.790,1,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T07:30:00.000Z,1,0.670,1,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T07:35:00.000Z,1,0.710,1,3.8111,-4.9446,-4.9446,-4.9446,-5.2215,-5.2215,-0.9844,-4.9446,-4.9446,-4.9446,-5.2215,-5.2215,-0.9844,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,17.5,17.5,16.0,15.0,13.5,18.5,17.5,17.5,16.0,15.0,13.5
2026-06-08,2026-06-08T08:05:00.000Z,1,0.670,1,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T08:25:00.000Z,1,0.710,1,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,3.8111,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T08:30:00.000Z,1,0.740,1,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T08:35:00.000Z,-1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T08:40:00.000Z,1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T08:45:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T09:25:00.000Z,1,0.710,0,-10.2030,-9.1488,-9.5456,-9.5456,-9.6775,-9.9406,-10.2030,-9.1488,-9.5456,-9.5456,-9.6775,-9.9406,-10.2030,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.5,4.5,3.0,2.5,,5.5,4.5,4.5,3.0,2.5,
2026-06-08,2026-06-08T09:50:00.000Z,-1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T10:05:00.000Z,1,0.750,0,-10.1750,-8.9257,-9.4276,-9.5527,-8.6736,-9.4276,-9.5527,-8.9257,-9.4276,-9.5527,-8.6736,-9.4276,-9.5527,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.5,16.0,15.0,14.0,12.0,17.0,16.5,16.0,15.0,14.0,12.0
2026-06-08,2026-06-08T10:20:00.000Z,-1,0.800,1,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T10:50:00.000Z,1,0.780,1,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T10:55:00.000Z,-1,0.660,1,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T11:25:00.000Z,1,0.740,1,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T11:30:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08,2026-06-08T11:50:00.000Z,-1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
